1898	0.00029523
1899	0.0002955
1900	0.0002958
1901	0.00029613
1902	0.00029648
1903	0.00029683
1904	0.0002972
1905	0.00029763
1906	0.00029808
1907	0.0002985
1908	0.0002989
1909	0.0002993
1910	0.0002997
1911	0.00030008
1912	0.00030043
1913	0.00030078
1914	0.0003011
1915	0.0003014
1916	0.00030173
1917	0.00030208
1918	0.0003024
1919	0.0003027
1920	0.00030303
1921	0.0003034
1922	0.00030378
1923	0.00030413
1924	0.00030453
1925	0.00030498
1926	0.0003054
1927	0.00030583
1928	0.0003063
1929	0.00030678
1930	0.00030723
1931	0.0003077
1932	0.00030818
1933	0.0003086
1934	0.000309
1935	0.0003094
1936	0.00030975
1937	0.00031
1938	0.00031018
1939	0.0003103
1940	0.00031038
1941	0.00031038
1942	0.0003103
1943	0.0003102
1944	0.00031013
1945	0.0003101
1946	0.00031013
1947	0.0003102
1948	0.00031033
1949	0.0003105
1950	0.00031075
1951	0.0003111
1952	0.0003115
1953	0.00031193
1954	0.00031243
1955	0.000313
1956	0.0003136
1957	0.00031423
1958	0.00031485
1959	0.0003155
1960	0.00031627
1961	0.00031708
1962	0.0003178
1963	0.0003184
1964	0.00031893
1965	0.00031965
1966	0.00032065
1967	0.00032161
1968	0.00032264
1969	0.0003239
1970	0.00032499
1971	0.00032586
1972	0.00032714
1973	0.00032868
1974	0.00032974
1975	0.00033059
1976	0.00033175
1977	0.00033327
1978	0.00033485
1979	0.00033653
1980	0.00033836
1981	0.00033973
1982	0.00034079
1983	0.0003422
1984	0.00034378
1985	0.00034528
1986	0.0003468
1987	0.00034865
1988	0.00035074
1989	0.00035249
1990	0.00035386
1991	0.00035502
1992	0.00035589
1993	0.00035678
1994	0.00035813
1995	0.00035984
1996	0.00036146
1997	0.00036316
1998	0.00036532
1999	0.00036735
2000	0.00036887
2001	0.00037047
2002	0.00037252
2003	0.00037476
2004	0.00037681
2005	0.00037881
2006	0.000380219
2007	0.000382173
2008	0.000384146
2009	0.000386147
2010	0.000388165
2011	0.000390213
2012	0.000392278
2013	0.000394373
2014	0.000396485
2015	0.000398626
2016	0.000400785
2017	0.000402973
2018	0.000405178
2019	0.000407413
2020	0.000409664
2021	0.000411946
2022	0.000414244
2023	0.000416572
2024	0.000418918
2025	0.000421292
2026	0.000423684
2027	0.000426106
2028	0.000428544
2029	0.000431012
2030	0.000433497
2031	0.000436012
2032	0.000438544
2033	0.000441106
2034	0.000443684
2035	0.000446293
2036	0.000448917
2037	0.000451573
2038	0.000454244
2039	0.000456946
2040	0.000459664
2041	0.000462413
2042	0.000465177
2043	0.000467973
2044	0.000470784
2045	0.000473626
2046	0.000476484
2047	0.000479373
2048	0.000482278
2049	0.000485213
2050	0.000488165
2051	0.000491147
2052	0.000494145
2053	0.000497174
2054	0.000500218
2055	0.000503294
2056	0.000506385
2057	0.000509508
2058	0.000512645
2059	0.000515815
2060	0.000518999
2061	0.000522215
2062	0.000525446
2063	0.000528709
2064	0.000531986
2065	0.000535296
2066	0.00053862
2067	0.000541976
2068	0.000545347
2069	0.00054875
2070	0.000552167
2071	0.000555617
2072	0.000559081
2073	0.000562577
2074	0.000566088
2075	0.000569631
2076	0.000573188
2077	0.000576778
2078	0.000580382
2079	0.000584019
2080	0.000587669
2081	0.000591352
2082	0.000595049
2083	0.00059878
2084	0.000602523
2085	0.0006063
2086	0.00061009
2087	0.000613914
2088	0.000617751
2089	0.000621621
2090	0.000625505
2091	0.000629422
2092	0.000633352
2093	0.000637316
2094	0.000641292
2095	0.000645303
2096	0.000649326
2097	0.000653384
2098	0.000657453
2099	0.000661558
2100	0.000665674
